user_id,first_name,last_name,email,country,signup_date,role,industry,company_size,use_case,acquisition_channel,converted_to_paid
U05222,Paula,Torres,paula.torres80@orbita845.co,Brazil,2026-07-11 11:04:36,BI Analyst,SaaS / Software,1-10,Sales Analytics,Partner,0
U05223,Paula,Castro,paula.castro81@tierra804.io,Brazil,2026-07-07 16:55:27,Data Scientist,Education,51-200,Sales Analytics,Direct,1
U05224,Andres,Perez,andres.perez82@cielo864.co,Mexico,2026-07-07 21:52:43,Data Analyst,Professional Services,501-1000,Business Intelligence,Paid Search,0
U05225,Adriana,Rodriguez,adriana.rodriguez83@sol85.biz,Ecuador,2026-07-30 13:37:31,Sales Manager,Retail / E-commerce,51-200,Business Intelligence,Referral,0
U05226,Fernanda,Ramirez,fernanda.ramirez84@atlas819.co,Paraguay,2026-07-07 19:35:01,Product Manager,SaaS / Software,51-200,Operations Analytics,Partner,0
U05227,Alejandro,Morales,alejandro.morales85@prisma984.co,Colombia,2026-07-28 23:25:07,Growth Manager,Manufacturing,1001-5000,Executive Reporting,Referral,1
U05228,Andres,Hernandez,andres.hernandez86@bosque597.tech,Mexico,2026-07-23 13:46:15,Product Manager,Professional Services,1001-5000,Customer Analytics,Event / Webinar,1
U05229,Javier,Jimenez,javier.jimenez87@sol760.co,Brazil,2026-07-13 18:36:57,Marketing Manager,Telecommunications,1-10,Operations Analytics,Paid Social,1
U05230,Carlos,Morales,carlos.morales88@delta469.tech,Brazil,2026-07-13 17:00:47,Operations Manager,SaaS / Software,51-200,Product Analytics,Paid Social,0
U05231,Felipe,Ramos,felipe.ramos89@azul299.io,Chile,2026-07-02 15:36:03,Marketing Manager,Retail / E-commerce,501-1000,Performance Monitoring,Email,0
U05232,Mariana,Chavez,mariana.chavez90@faro982.io,Peru,2026-07-08 12:30:31,Marketing Manager,Other,51-200,Executive Reporting,Referral,0
U05233,Ana,Rojas,ana.rojas91@bosque616.tech,Venezuela,2026-07-23 12:09:23,Growth Director,Healthcare,11-50,Customer Analytics,Event / Webinar,1
U05234,Camila,Torres,camila.torres92@azul500.app,Argentina,2026-07-19 11:14:32,Business Analyst,Professional Services,1-10,Sales Analytics,Paid Search,1
U05235,Felipe,Sanchez,felipe.sanchez93@cielo325.co,Chile,2026-07-18 18:41:51,Marketing Manager,Healthcare,201-500,Executive Reporting,Paid Social,0
U05236,Andrea,Rodriguez,andrea.rodriguez94@delta659.biz,Brazil,2026-07-23 23:41:37,Founder / CEO,Travel / Hospitality,1-10,Financial Analytics,Paid Search,1
U05237,Miguel,Torres,miguel.torres95@azul110.tech,Mexico,2026-07-09 11:13:06,Data Scientist,SaaS / Software,501-1000,Executive Reporting,Referral,1
U05238,Carlos,Rodriguez,carlos.rodriguez96@andina725.io,Brazil,2026-07-10 17:29:10,Founder / CEO,Professional Services,51-200,Performance Monitoring,Content,0
U05239,Sebastian,Morales,sebastian.morales0@faro221.tech,Guatemala,2026-07-15 16:30:23,Growth Manager,SaaS / Software,201-500,Executive Reporting,Organic Search,0
U05240,Eduardo,Ramos,eduardo.ramos1@lumen596.co,Dominican Republic,2026-07-04 19:21:58,Sales Director,Media / Entertainment,1-10,Business Intelligence,Partner,0
U05241,Felipe,Gutierrez,felipe.gutierrez2@onda942.tech,Venezuela,2026-07-05 21:35:45,BI Analyst,Healthcare,5001+,Data Exploration,Organic Search,0
U05242,Jose,Chavez,jose.chavez3@azul504.app,Mexico,2026-07-04 16:12:24,Sales Director,Retail / E-commerce,201-500,Product Analytics,Paid Search,0
U05243,Juan,Hernandez,juan.hernandez4@tierra928.app,Mexico,2026-07-01 12:39:09,Data Analyst,Retail / E-commerce,1001-5000,Operations Analytics,Partner,0
U05244,Alejandro,Vargas,alejandro.vargas5@meridian299.co,Colombia,2026-07-09 14:59:00,Marketing Director,Travel / Hospitality,11-50,Marketing Analytics,Paid Search,0
U05245,Isabella,Ortiz,isabella.ortiz6@bosque39.app,Guatemala,2026-07-04 15:51:26,Data Scientist,Education,201-500,Customer Analytics,Organic Social,0
U05246,Alejandro,Silva,alejandro.silva7@orbita257.co,Colombia,2026-07-09 12:30:41,Product Director,SaaS / Software,201-500,Data Exploration,Organic Search,0
U05247,Maria,Garcia,maria.garcia8@cauce239.io,Peru,2026-07-03 13:51:17,Data Analyst,Logistics / Transportation,51-200,Operations Analytics,Paid Search,0
U05248,Laura,Mendoza,laura.mendoza9@cumbre929.tech,Colombia,2026-07-12 13:26:02,Sales Manager,Retail / E-commerce,5001+,Sales Analytics,Direct,1
U05249,Fernando,Lopez,fernando.lopez10@onda739.biz,Peru,2026-07-15 09:37:12,Data Scientist,Logistics / Transportation,51-200,Business Intelligence,Referral,0
U05250,Eduardo,Rodriguez,eduardo.rodriguez11@cauce376.app,Brazil,2026-07-17 09:55:36,Operations Manager,Retail / E-commerce,1-10,Sales Analytics,Paid Social,0
U05251,Sofia,Diaz,sofia.diaz12@azul835.co,Mexico,2026-07-10 12:51:33,Founder / CEO,Retail / E-commerce,1-10,Data Exploration,Paid Search,0
U05252,Valeria,Garcia,valeria.garcia13@sol716.app,Honduras,2026-07-05 14:27:30,Growth Manager,Healthcare,501-1000,Data Exploration,Organic Social,0
U05253,Diego,Ortiz,diego.ortiz14@azul764.tech,Venezuela,2026-07-04 15:45:26,Sales Manager,Healthcare,1-10,Marketing Analytics,Paid Social,0
U05254,Andres,Sanchez,andres.sanchez15@nova757.tech,Peru,2026-07-10 13:16:07,Data Analyst,Other,501-1000,Marketing Analytics,Paid Search,1
U05255,Maria,Ortiz,maria.ortiz16@atlas383.biz,Chile,2026-07-24 17:34:32,Business Analyst,SaaS / Software,1-10,Business Intelligence,Referral,0
U05256,Ricardo,Martinez,ricardo.martinez17@vertex160.co,Argentina,2026-07-12 13:24:39,Sales Director,Manufacturing,1-10,Customer Analytics,Direct,0
U05257,Valeria,Reyes,valeria.reyes18@cielo887.co,Brazil,2026-07-16 13:25:08,Founder / CEO,Financial Services,501-1000,Executive Reporting,Paid Search,0
U05258,Eduardo,Ortiz,eduardo.ortiz19@delta54.co,Brazil,2026-07-01 15:52:03,Product Manager,Financial Services,11-50,Sales Analytics,Paid Search,0
U05259,Ivan,Contreras,ivan.contreras20@nova183.co,Uruguay,2026-07-17 10:27:21,Operations Manager,Manufacturing,11-50,Performance Monitoring,Paid Search,0
U05260,Natalia,Hernandez,natalia.hernandez21@vertex803.biz,Brazil,2026-07-02 11:16:46,Sales Manager,SaaS / Software,501-1000,Performance Monitoring,Paid Social,0
U05261,Marcelo,Aguilar,marcelo.aguilar22@bosque959.biz,Ecuador,2026-07-01 12:33:43,Data Scientist,Education,501-1000,Product Analytics,Organic Search,0
U05262,Andres,Gomez,andres.gomez23@atlas131.co,Paraguay,2026-07-02 19:55:25,Data Analyst,Consumer Goods,11-50,Executive Reporting,Paid Search,1
U05263,Fernanda,Torres,fernanda.torres24@lumen139.biz,Uruguay,2026-07-22 11:35:23,Product Director,Consumer Goods,51-200,Business Intelligence,Content,0
U05264,Natalia,Gonzalez,natalia.gonzalez25@vertex736.app,Brazil,2026-07-10 16:15:04,Marketing Manager,Healthcare,51-200,Data Exploration,Organic Search,1
U05265,Gustavo,Castro,gustavo.castro26@cauce554.app,Colombia,2026-07-08 16:15:44,Data Analyst,Retail / E-commerce,51-200,Business Intelligence,Organic Search,0
U05266,Mariana,Castro,mariana.castro27@polo525.app,Bolivia,2026-07-03 12:00:07,BI Analyst,SaaS / Software,201-500,Customer Analytics,Paid Search,0
U05267,Patricia,Morales,patricia.morales28@nova214.io,Peru,2026-07-20 14:31:53,Data Analyst,Retail / E-commerce,1001-5000,Marketing Analytics,Organic Social,0
U05268,Emilio,Jimenez,emilio.jimenez29@polo574.tech,Colombia,2026-07-27 09:35:32,Data Scientist,Professional Services,51-200,Sales Analytics,Direct,0
U05269,Maria,Ortiz,maria.ortiz30@prisma703.co,Brazil,2026-07-18 15:25:27,Product Director,Financial Services,51-200,Performance Monitoring,Organic Search,0
U05270,Ivan,Cruz,ivan.cruz31@prisma300.tech,Chile,2026-07-11 10:32:11,BI Analyst,Manufacturing,11-50,Operations Analytics,Event / Webinar,0
U05271,Rafael,Aguilar,rafael.aguilar32@raiz100.tech,Argentina,2026-07-02 14:51:31,Product Director,Real Estate,11-50,Customer Analytics,Referral,0
U05272,Daniela,Lopez,daniela.lopez33@bosque219.co,Argentina,2026-07-26 16:41:23,Growth Manager,Media / Entertainment,201-500,Financial Analytics,Event / Webinar,0
U05273,Paula,Rodriguez,paula.rodriguez34@onda160.tech,Guatemala,2026-07-07 12:09:26,Marketing Director,Education,11-50,Executive Reporting,Paid Social,0
U05274,Alejandro,Lopez,alejandro.lopez35@delta60.tech,Mexico,2026-07-07 17:41:56,BI Analyst,Retail / E-commerce,1001-5000,Customer Analytics,Paid Social,0
U05275,Valentina,Lopez,valentina.lopez36@lumen678.app,Brazil,2026-07-31 17:23:30,Product Manager,Financial Services,5001+,Customer Analytics,Paid Search,0
U05276,Javier,Morales,javier.morales37@sol745.tech,Paraguay,2026-07-18 12:35:49,Data Scientist,Retail / E-commerce,11-50,Financial Analytics,Organic Search,0
U05277,Carolina,Ortiz,carolina.ortiz38@orbita318.tech,Peru,2026-07-05 21:37:27,Sales Manager,SaaS / Software,11-50,Marketing Analytics,Organic Social,1
U05278,Ivan,Rojas,ivan.rojas39@meridian819.co,Argentina,2026-07-31 16:21:10,Operations Manager,Professional Services,51-200,Product Analytics,Email,0
U05279,Laura,Gutierrez,laura.gutierrez40@orbita446.co,Colombia,2026-07-10 17:58:37,Operations Director,SaaS / Software,1-10,Business Intelligence,Paid Search,0
U05280,Isabella,Ramos,isabella.ramos41@raiz378.io,Mexico,2026-07-14 13:07:59,Operations Director,Retail / E-commerce,1001-5000,Operations Analytics,Organic Social,0
U05281,Emilio,Gutierrez,emilio.gutierrez42@lumen176.app,Venezuela,2026-07-20 12:56:07,Marketing Manager,Logistics / Transportation,51-200,Performance Monitoring,Organic Search,0
U05282,Rodrigo,Ortiz,rodrigo.ortiz43@onda234.tech,Dominican Republic,2026-07-01 13:24:27,Marketing Manager,Financial Services,201-500,Business Intelligence,Paid Search,1
U05283,Miguel,Sanchez,miguel.sanchez44@tierra491.app,Peru,2026-07-12 06:50:28,Product Manager,Consumer Goods,11-50,Marketing Analytics,Paid Search,0
U05284,Carlos,Silva,carlos.silva45@sol537.co,Peru,2026-07-11 17:10:54,Growth Director,Professional Services,1-10,Marketing Analytics,Paid Social,0
U05285,Jose,Perez,jose.perez46@sol507.biz,Honduras,2026-07-11 16:13:41,Data Scientist,Telecommunications,51-200,Sales Analytics,Paid Social,0
U05286,Carolina,Ramos,carolina.ramos47@faro33.io,Mexico,2026-07-26 13:33:23,Marketing Director,Education,11-50,Executive Reporting,Organic Search,0
U05287,Marcelo,Silva,marcelo.silva48@prisma396.biz,Mexico,2026-07-19 14:19:13,BI Analyst,Travel / Hospitality,51-200,Customer Analytics,Paid Social,0
U05288,Gustavo,Torres,gustavo.torres49@delta434.tech,Mexico,2026-07-16 12:14:02,Marketing Manager,Retail / E-commerce,5001+,Executive Reporting,Paid Search,1
U05289,Gustavo,Vega,gustavo.vega50@atlas50.io,Argentina,2026-07-24 11:42:40,Business Analyst,Consumer Goods,11-50,Customer Analytics,Organic Search,0
U05290,Ana,Silva,ana.silva51@bosque845.io,Mexico,2026-07-14 04:38:38,Product Manager,SaaS / Software,1-10,Sales Analytics,Organic Search,0
U05291,Jose,Gomez,jose.gomez52@cauce470.tech,Peru,2026-07-14 12:19:35,Marketing Manager,Healthcare,51-200,Product Analytics,Event / Webinar,0
U05292,Valeria,Aguilar,valeria.aguilar53@vertex194.co,Peru,2026-07-17 11:32:45,Growth Manager,Logistics / Transportation,11-50,Sales Analytics,Organic Search,1
U05293,Andrea,Flores,andrea.flores54@nova461.io,Colombia,2026-07-19 16:53:15,Operations Director,Professional Services,201-500,Marketing Analytics,Direct,0
U05294,Fernanda,Castro,fernanda.castro55@meridian94.io,Peru,2026-07-16 19:57:06,Sales Manager,Telecommunications,11-50,Product Analytics,Direct,0
U05295,Jose,Perez,jose.perez56@cumbre631.co,Guatemala,2026-07-31 16:36:56,Product Director,Financial Services,51-200,Performance Monitoring,Content,0
U05296,Ricardo,Morales,ricardo.morales57@delta473.co,Colombia,2026-07-22 14:39:39,Data Scientist,Retail / E-commerce,11-50,Customer Analytics,Paid Search,1
U05297,Natalia,Torres,natalia.torres58@delta706.io,Colombia,2026-07-14 14:38:02,Business Analyst,Telecommunications,51-200,Product Analytics,Referral,1
U05298,Ana,Vega,ana.vega59@atlas597.biz,Peru,2026-07-06 11:02:17,Marketing Director,Logistics / Transportation,1-10,Business Intelligence,Organic Search,0
U05299,Gabriela,Morales,gabriela.morales60@atlas863.io,Brazil,2026-07-20 12:41:03,Data Analyst,Financial Services,51-200,Business Intelligence,Event / Webinar,0
U05300,Lucia,Reyes,lucia.reyes61@cumbre9.app,Colombia,2026-07-24 15:40:10,Business Analyst,Education,51-200,Business Intelligence,Referral,0
U05301,Andres,Rivera,andres.rivera62@delta309.tech,Honduras,2026-07-15 16:27:41,Product Manager,Logistics / Transportation,1001-5000,Sales Analytics,Partner,0
U05302,Fernando,Diaz,fernando.diaz63@faro596.io,Uruguay,2026-07-22 14:39:44,Data Analyst,Consumer Goods,51-200,Financial Analytics,Paid Search,1
U05303,Marcelo,Ramos,marcelo.ramos64@tierra92.io,Mexico,2026-07-28 15:39:01,Product Manager,Healthcare,1-10,Performance Monitoring,Organic Search,0
U05304,Natalia,Rodriguez,natalia.rodriguez65@onda342.co,Uruguay,2026-07-26 13:20:27,Marketing Manager,Financial Services,11-50,Sales Analytics,Email,0
U05305,Luis,Castro,luis.castro66@bosque316.tech,Mexico,2026-07-23 14:22:01,Business Analyst,SaaS / Software,11-50,Operations Analytics,Paid Social,0
U05306,Luis,Sanchez,luis.sanchez67@delta671.app,Guatemala,2026-07-10 14:13:38,Business Analyst,Healthcare,1-10,Customer Analytics,Organic Search,0
U05307,Juan,Aguilar,juan.aguilar68@tierra62.co,Colombia,2026-07-29 22:35:00,Marketing Director,Professional Services,201-500,Executive Reporting,Paid Search,1
U05308,Carolina,Morales,carolina.morales69@raiz313.io,Mexico,2026-07-12 20:02:37,Marketing Manager,Travel / Hospitality,11-50,Executive Reporting,Referral,0
U05309,Adriana,Martinez,adriana.martinez70@atlas911.io,Colombia,2026-07-02 15:42:33,Data Analyst,Media / Entertainment,11-50,Customer Analytics,Organic Search,0
U05310,Ricardo,Garcia,ricardo.garcia71@prisma194.biz,Chile,2026-07-03 08:05:56,Data Analyst,Education,11-50,Customer Analytics,Direct,1
U05311,Valeria,Aguilar,valeria.aguilar72@atlas276.co,Colombia,2026-07-29 19:54:56,Growth Manager,Retail / E-commerce,501-1000,Performance Monitoring,Paid Search,0
U05312,Sebastian,Jimenez,sebastian.jimenez73@sol131.io,Brazil,2026-07-29 11:06:59,Data Scientist,Professional Services,201-500,Operations Analytics,Paid Social,0
U05313,Gustavo,Contreras,gustavo.contreras74@tierra770.co,Peru,2026-07-10 17:29:37,Marketing Director,SaaS / Software,51-200,Financial Analytics,Organic Search,0
U05314,Andrea,Jimenez,andrea.jimenez75@sol622.tech,Mexico,2026-07-12 07:57:23,Founder / CEO,Healthcare,11-50,Executive Reporting,Email,0
U05315,Rodrigo,Ramirez,rodrigo.ramirez76@andina804.tech,Colombia,2026-07-08 13:18:44,Marketing Manager,Financial Services,1-10,Operations Analytics,Paid Search,0
U05316,Gustavo,Ramos,gustavo.ramos77@prisma984.app,Colombia,2026-07-23 18:19:48,Sales Manager,Professional Services,11-50,Performance Monitoring,Paid Search,0
U05317,Ana,Mendoza,ana.mendoza78@andina462.co,Brazil,2026-07-10 22:49:36,Growth Manager,Professional Services,1-10,Marketing Analytics,Paid Search,0
U05318,Sebastian,Castro,sebastian.castro79@cauce429.tech,Paraguay,2026-07-18 21:59:49,Sales Manager,Manufacturing,501-1000,Sales Analytics,Direct,0
U05319,Lucia,Gonzalez,lucia.gonzalez80@polo721.io,Peru,2026-07-29 12:23:21,Product Manager,Media / Entertainment,5001+,Executive Reporting,Direct,0
U05320,Adriana,Rojas,adriana.rojas81@andina366.biz,Colombia,2026-07-30 15:33:32,Data Analyst,Retail / E-commerce,201-500,Performance Monitoring,Content,1
U05321,Rafael,Jimenez,rafael.jimenez82@orbita985.tech,Argentina,2026-07-02 16:39:37,Marketing Director,Education,51-200,Customer Analytics,Partner,1
U05322,Emilio,Vargas,emilio.vargas83@delta814.io,Colombia,2026-07-13 17:41:19,Marketing Manager,Media / Entertainment,201-500,Marketing Analytics,Event / Webinar,1
U05323,Mariana,Torres,mariana.torres84@cielo124.app,Colombia,2026-07-17 16:28:23,Data Analyst,Financial Services,1-10,Customer Analytics,Organic Social,0
U05324,Paula,Sanchez,paula.sanchez85@sol579.io,Argentina,2026-07-29 14:11:35,Data Analyst,Other,1-10,Performance Monitoring,Organic Social,0
U05325,Diego,Chavez,diego.chavez86@meridian639.biz,Mexico,2026-07-22 14:17:50,Product Director,Telecommunications,1-10,Performance Monitoring,Content,0
U05326,Mariana,Sanchez,mariana.sanchez87@orbita446.app,Chile,2026-07-10 06:49:46,Business Analyst,Media / Entertainment,201-500,Executive Reporting,Paid Search,0
U05327,Fernando,Silva,fernando.silva88@vertex797.biz,Brazil,2026-07-02 12:49:48,Data Analyst,Retail / E-commerce,51-200,Financial Analytics,Organic Search,0
U05328,Valeria,Diaz,valeria.diaz89@vertex312.io,Brazil,2026-07-30 08:39:31,Sales Director,Professional Services,11-50,Business Intelligence,Paid Social,0
U05329,Emilio,Torres,emilio.torres90@azul583.co,Guatemala,2026-07-13 15:32:00,Sales Manager,Consumer Goods,1-10,Executive Reporting,Paid Search,0
U05330,Sebastian,Garcia,sebastian.garcia91@cumbre724.tech,Bolivia,2026-07-08 13:46:26,Marketing Manager,SaaS / Software,11-50,Financial Analytics,Organic Search,1
U05331,Andrea,Sanchez,andrea.sanchez92@bosque260.biz,Brazil,2026-07-25 17:39:33,Product Manager,SaaS / Software,51-200,Performance Monitoring,Direct,0
U05332,Mariana,Garcia,mariana.garcia93@nova256.app,Colombia,2026-07-08 18:05:05,Data Scientist,Retail / E-commerce,51-200,Financial Analytics,Organic Social,0
U05333,Jose,Ramos,jose.ramos94@vertex221.tech,Colombia,2026-07-01 16:57:59,Product Director,Consumer Goods,201-500,Executive Reporting,Organic Social,0
U05334,Daniela,Martinez,daniela.martinez95@lumen1.biz,Argentina,2026-07-02 10:27:40,Founder / CEO,Real Estate,51-200,Operations Analytics,Organic Search,0
U05335,Patricia,Torres,patricia.torres96@bosque731.tech,Ecuador,2026-07-09 14:51:36,Marketing Director,Healthcare,501-1000,Executive Reporting,Paid Search,0
U05336,Luis,Mendoza,luis.mendoza0@vertex7.biz,Brazil,2026-07-16 17:04:27,Growth Manager,Education,501-1000,Executive Reporting,Paid Search,0
U05337,Fernanda,Aguilar,fernanda.aguilar1@cielo743.co,Ecuador,2026-07-07 15:00:42,Marketing Director,SaaS / Software,5001+,Financial Analytics,Paid Search,0
U05338,Luis,Ramos,luis.ramos2@tierra822.app,Ecuador,2026-07-29 08:48:27,Data Analyst,SaaS / Software,1-10,Performance Monitoring,Referral,1
U05339,Miguel,Mendoza,miguel.mendoza3@atlas502.biz,Guatemala,2026-07-20 14:24:19,Operations Manager,SaaS / Software,201-500,Operations Analytics,Content,1
U05340,Ivan,Mendoza,ivan.mendoza4@raiz597.app,Argentina,2026-07-30 20:06:51,Data Scientist,Professional Services,11-50,Financial Analytics,Organic Social,0
U05341,Alejandro,Garcia,alejandro.garcia5@meridian734.tech,Dominican Republic,2026-07-12 16:46:25,Marketing Manager,Healthcare,1-10,Customer Analytics,Paid Social,0
U05342,Andrea,Rojas,andrea.rojas6@prisma323.tech,Bolivia,2026-07-25 06:54:25,Operations Director,Healthcare,11-50,Operations Analytics,Paid Search,0
U05343,Gabriela,Cruz,gabriela.cruz7@nova653.co,Colombia,2026-07-23 18:48:29,Operations Manager,Retail / E-commerce,5001+,Sales Analytics,Referral,1
U05344,Laura,Ortiz,laura.ortiz8@onda115.biz,Mexico,2026-07-22 14:47:30,Business Analyst,Consumer Goods,1-10,Operations Analytics,Paid Search,0
U05345,Rodrigo,Mendoza,rodrigo.mendoza9@tierra895.app,Brazil,2026-07-12 16:06:32,Growth Manager,Healthcare,201-500,Marketing Analytics,Organic Search,0
U05346,Diego,Rivera,diego.rivera10@polo930.io,Colombia,2026-07-28 15:57:58,Operations Manager,SaaS / Software,11-50,Sales Analytics,Paid Social,0
U05347,Lucia,Vega,lucia.vega11@vertex815.tech,Argentina,2026-07-17 14:50:29,Product Manager,Media / Entertainment,11-50,Customer Analytics,Paid Social,0
U05348,Diego,Gonzalez,diego.gonzalez12@nova370.app,Argentina,2026-07-01 06:42:00,Data Analyst,Education,501-1000,Business Intelligence,Paid Social,0
U05349,Emilio,Gutierrez,emilio.gutierrez13@faro730.io,Brazil,2026-07-29 11:41:15,Sales Manager,Retail / E-commerce,1-10,Marketing Analytics,Organic Search,0
U05350,Alejandro,Flores,alejandro.flores14@bosque133.co,Paraguay,2026-07-17 15:31:16,Operations Manager,Healthcare,501-1000,Financial Analytics,Organic Search,0
U05351,Andrea,Chavez,andrea.chavez15@tierra852.io,Peru,2026-07-25 20:33:22,Marketing Director,Logistics / Transportation,11-50,Financial Analytics,Paid Social,1
U05352,Alejandro,Castro,alejandro.castro16@nova72.app,Mexico,2026-07-06 18:18:06,Data Analyst,Retail / E-commerce,1-10,Marketing Analytics,Paid Search,0
U05353,Marcelo,Mendoza,marcelo.mendoza17@cumbre838.co,Peru,2026-07-03 15:21:41,Sales Manager,SaaS / Software,201-500,Executive Reporting,Email,0
U05354,Andrea,Contreras,andrea.contreras18@orbita943.co,Guatemala,2026-07-04 14:06:02,Data Analyst,Manufacturing,51-200,Operations Analytics,Content,0
U05355,Fernando,Cruz,fernando.cruz19@andina260.biz,Guatemala,2026-07-03 21:10:46,Sales Manager,Financial Services,51-200,Sales Analytics,Paid Search,0
U05356,Jose,Vargas,jose.vargas20@cumbre696.co,Mexico,2026-07-21 18:28:25,Business Analyst,Logistics / Transportation,201-500,Financial Analytics,Paid Social,0
U05357,Carlos,Vargas,carlos.vargas21@raiz115.tech,Bolivia,2026-07-14 11:50:58,BI Analyst,Education,201-500,Business Intelligence,Email,0
U05358,Patricia,Gonzalez,patricia.gonzalez22@polo665.co,Ecuador,2026-07-02 12:53:44,Operations Manager,Professional Services,1-10,Executive Reporting,Event / Webinar,0
U05359,Ricardo,Perez,ricardo.perez23@nova985.co,Brazil,2026-07-13 15:34:48,Founder / CEO,Real Estate,1001-5000,Customer Analytics,Referral,1
U05360,Jose,Cruz,jose.cruz24@meridian239.biz,Bolivia,2026-07-03 10:38:21,Operations Manager,SaaS / Software,11-50,Business Intelligence,Referral,0
U05361,Valeria,Ramos,valeria.ramos25@bosque872.tech,Bolivia,2026-07-18 09:07:30,Data Scientist,Consumer Goods,11-50,Business Intelligence,Direct,0
U05362,Laura,Gomez,laura.gomez26@cielo664.app,Brazil,2026-07-28 15:15:29,Data Analyst,Retail / E-commerce,1-10,Financial Analytics,Direct,0
U05363,Rafael,Rodriguez,rafael.rodriguez27@cumbre761.co,Peru,2026-07-13 11:59:36,Operations Manager,Travel / Hospitality,501-1000,Performance Monitoring,Event / Webinar,1
U05364,Camila,Lopez,camila.lopez28@polo144.io,Mexico,2026-07-03 06:28:54,Data Scientist,Manufacturing,11-50,Operations Analytics,Paid Search,0
U05365,Andrea,Rodriguez,andrea.rodriguez29@cauce365.co,Mexico,2026-07-20 16:21:21,Founder / CEO,Media / Entertainment,1001-5000,Product Analytics,Organic Search,0
U05366,Maria,Garcia,maria.garcia30@meridian516.co,Argentina,2026-07-28 16:24:09,Product Manager,Healthcare,11-50,Sales Analytics,Event / Webinar,0
U05367,Ricardo,Reyes,ricardo.reyes31@nova413.app,Brazil,2026-07-22 11:59:05,Data Scientist,SaaS / Software,501-1000,Operations Analytics,Organic Search,0
U05368,Andres,Flores,andres.flores32@vertex154.co,Argentina,2026-07-22 18:55:47,Marketing Director,Retail / E-commerce,1-10,Operations Analytics,Paid Social,0
U05369,Sebastian,Gutierrez,sebastian.gutierrez33@faro307.app,Brazil,2026-07-20 09:20:18,BI Analyst,Financial Services,201-500,Financial Analytics,Paid Search,0
U05370,Laura,Rivera,laura.rivera34@orbita968.io,Brazil,2026-07-17 17:58:03,BI Analyst,Manufacturing,51-200,Financial Analytics,Organic Search,1
U05371,Ana,Diaz,ana.diaz35@azul89.app,Guatemala,2026-07-24 14:40:26,Sales Director,Healthcare,51-200,Customer Analytics,Event / Webinar,0
U05372,Daniela,Rojas,daniela.rojas36@vertex451.app,Venezuela,2026-07-29 17:18:49,Business Analyst,SaaS / Software,11-50,Performance Monitoring,Event / Webinar,0
U05373,Mariana,Rivera,mariana.rivera37@sol373.tech,Argentina,2026-07-05 20:02:04,Product Manager,SaaS / Software,201-500,Sales Analytics,Event / Webinar,1
U05374,Andres,Chavez,andres.chavez38@faro134.co,Brazil,2026-07-04 23:46:17,Product Manager,Healthcare,1001-5000,Executive Reporting,Email,1
U05375,Felipe,Jimenez,felipe.jimenez39@faro457.co,Dominican Republic,2026-07-03 20:47:05,Business Analyst,Retail / E-commerce,5001+,Performance Monitoring,Referral,0
U05376,Maria,Perez,maria.perez40@lumen588.tech,Peru,2026-07-08 12:13:43,BI Analyst,SaaS / Software,1001-5000,Marketing Analytics,Paid Social,0
U05377,Rafael,Reyes,rafael.reyes41@raiz675.tech,Brazil,2026-07-17 12:42:38,BI Analyst,Retail / E-commerce,11-50,Data Exploration,Paid Social,0
U05378,Fernanda,Gonzalez,fernanda.gonzalez42@azul28.tech,Brazil,2026-07-19 07:42:44,BI Analyst,Professional Services,51-200,Product Analytics,Organic Search,0
U05379,Valentina,Diaz,valentina.diaz43@vertex481.app,Mexico,2026-07-02 13:35:51,Marketing Director,Other,201-500,Product Analytics,Paid Search,0
U05380,Adriana,Vega,adriana.vega44@delta404.tech,Peru,2026-07-06 13:18:29,Marketing Manager,Manufacturing,201-500,Financial Analytics,Organic Search,0
U05381,Carlos,Aguilar,carlos.aguilar45@cauce366.tech,Colombia,2026-07-09 14:20:55,Operations Manager,Healthcare,11-50,Product Analytics,Organic Search,0
U05382,Ricardo,Flores,ricardo.flores46@cielo622.io,Brazil,2026-07-30 15:03:06,Data Analyst,Financial Services,501-1000,Marketing Analytics,Partner,1
U05383,Emilio,Ramos,emilio.ramos47@cauce928.app,Mexico,2026-07-09 14:04:32,Operations Manager,Real Estate,1-10,Product Analytics,Event / Webinar,0
U05384,Camila,Gutierrez,camila.gutierrez48@cielo265.app,Venezuela,2026-07-19 23:52:51,Business Analyst,Retail / E-commerce,11-50,Business Intelligence,Organic Search,0
U05385,Andrea,Rivera,andrea.rivera49@vertex381.biz,Mexico,2026-07-12 09:22:17,Data Scientist,Healthcare,201-500,Data Exploration,Paid Search,0
U05386,Natalia,Garcia,natalia.garcia50@cielo693.biz,Bolivia,2026-07-17 14:06:23,Operations Manager,Retail / E-commerce,1-10,Marketing Analytics,Email,0
U05387,Ana,Ramirez,ana.ramirez51@raiz151.io,Ecuador,2026-07-25 07:09:34,Sales Director,Professional Services,1-10,Product Analytics,Paid Social,0
U05388,Valentina,Hernandez,valentina.hernandez52@vertex48.io,Argentina,2026-07-20 10:26:46,BI Analyst,Education,1-10,Performance Monitoring,Organic Social,0
U05389,Andrea,Ramirez,andrea.ramirez53@faro770.tech,Ecuador,2026-07-05 20:12:06,BI Analyst,Professional Services,1001-5000,Business Intelligence,Event / Webinar,0
